"","seq","methyl_pos","methyl_n"
"14909","AS_LG22_17127306:17128447","17127806,17127826,17127934,17127947",4
"14910","AS_LG22_17178403:17179535","17178903,17178936,17178944,17178949,17178956,17178982,17179026,17179035",8
"14911","AS_LG22_17184968:17186023","17185468,17185523",2
"14912","AS_LG22_17191669:17192737","17192169,17192172,17192188,17192237",4
"14913","AS_LG22_17193746:17194838","17194246,17194292,17194296,17194338",4
"14914","AS_LG22_17239235:17240402","17239735,17239899,17239902",3
"14915","AS_LG22_17367587:17368697","17368087,17368124,17368148,17368197",4
"14916","AS_LG22_17409467:17410598","17409967,17410008,17410098",3
"14917","AS_LG22_17446614:17447614","17447114",1
"14918","AS_LG22_17489888:17491015","17490388,17490507,17490515",3
"14919","AS_LG22_17518744:17519802","17519244,17519302",2
"14920","AS_LG22_17614090:17615278","17614590,17614613,17614674,17614708,17614739,17614778",6
"14921","AS_LG22_17715311:17716442","17715811,17715818,17715830,17715850,17715927,17715934,17715942",7
"14922","AS_LG22_17734551:17735744","17735051,17735073,17735080,17735086,17735132,17735160,17735185,17735244",8
"14923","AS_LG22_17739801:17740801","17740301",1
"14924","AS_LG22_17749471:17750669","17749971,17750033,17750070,17750124,17750130,17750146,17750169",7
"14925","AS_LG22_17756550:17757681","17757050,17757105,17757130,17757134,17757174,17757181",6
"14926","AS_LG22_17778832:17779948","17779332,17779369,17779378,17779404,17779428,17779448",6
"14927","AS_LG22_17790246:17791391","17790746,17790789,17790884,17790891",4
"14928","AS_LG22_17907353:17908353","17907853",1
"14929","AS_LG22_17932824:17933884","17933324,17933334,17933384",3
"14930","AS_LG22_18015122:18016122","18015622",1
"14931","AS_LG22_18109028:18110180","18109528,18109589,18109595,18109619,18109640,18109661,18109665,18109680",8
"14932","AS_LG22_18190698:18191808","18191198,18191211,18191213,18191236,18191283,18191308",6
"14933","AS_LG22_18227397:18228431","18227897,18227931",2
"14934","AS_LG22_18233087:18234087","18233587",1
"14935","AS_LG22_18246131:18247155","18246631,18246655",2
"14936","AS_LG22_18484616:18485749","18485116,18485168,18485249",3
"14937","AS_LG22_18595461:18596664","18595961,18596050,18596058,18596063,18596088,18596092,18596117,18596124,18596164",9
"14938","AS_LG22_18675481:18676546","18675981,18676046",2
"14939","AS_LG22_18740375:18741443","18740875,18740943",2
"14940","AS_LG22_18784972:18786092","18785472,18785487,18785510,18785531,18785592",5
"14941","AS_LG22_18852586:18853705","18853086,18853091,18853107,18853136,18853166,18853189,18853194,18853205",8
"14942","AS_LG22_18866882:18868640","18867382,18867475,18868046,18868056,18868060,18868093,18868140",7
"14943","AS_LG22_18885346:18886444","18885846,18885932,18885944",3
"14944","AS_LG22_18968398:18969517","18968898,18968908,18968910,18968913,18968925,18968943,18968973,18968979,18968991,18969003,18969017",11
"14945","AS_LG22_18989045:18990069","18989545,18989569",2
"14946","AS_LG22_19034190:19035338","19034690,19034693,19034714,19034733,19034760,19034762,19034767,19034778,19034795,19034815,19034829,19034834,19034838",13
"14947","AS_LG22_19141274:19142362","19141774,19141801,19141849,19141862",4
"14948","AS_LG22_19190203:19191203","19190703",1
"14949","AS_LG22_19209641:19210641","19210141",1
"14950","AS_LG22_19220563:19221728","19221063,19221087,19221090,19221098,19221121,19221131,19221146,19221164,19221204,19221217,19221225,19221228",12
"14951","AS_LG22_19310739:19311868","19311239,19311273,19311363,19311368",4
"14952","AS_LG22_19337906:19339040","19338406,19338416,19338540",3
"14953","AS_LG22_19358829:19359990","19359329,19359332,19359374,19359409,19359421,19359425,19359490",7
"14954","AS_LG22_19365859:19367048","19366359,19366380,19366396,19366417,19366510,19366548",6
"14955","AS_LG22_19369690:19370690","19370190",1
"14956","AS_LG22_19426174:19427174","19426674",1
"14957","AS_LG22_19448705:19449705","19449205",1
"14958","AS_LG22_19467519:19468646","19468019,19468034,19468069,19468146",4
"14959","AS_LG22_19498836:19499953","19499336,19499363,19499381,19499385,19499402,19499453",6
"14960","AS_LG22_19571047:19572047","19571547",1
"14961","AS_LG22_19670211:19671337","19670711,19670831,19670837",3
"14962","AS_LG22_19736367:19737494","19736867,19736880,19736927,19736994",4
"14963","AS_LG22_19751965:19752965","19752465",1
"14964","AS_LG22_19939254:19940475","19939754,19939769,19939785,19939805,19939814,19939975",6
"14965","AS_LG22_20051491:20052601","20051991,20052035,20052040,20052071,20052101",5
"14966","AS_LG22_20109089:20110151","20109589,20109651",2
"14967","AS_LG22_20117366:20118416","20117866,20117882,20117897,20117906,20117916",5
"14968","AS_LG22_20155158:20156158","20155658",1
"14969","AS_LG22_20163367:20164382","20163867,20163871,20163882",3
"14970","AS_LG22_20167109:20168278","20167609,20167611,20167628,20167665,20167722,20167746,20167778",7
"14971","AS_LG22_20253953:20255134","20254453,20254470,20254482,20254533,20254576,20254586,20254606,20254634",8
"14972","AS_LG22_20256864:20257996","20257364,20257382,20257485,20257496",4
"14973","AS_LG22_20265562:20266600","20266062,20266100",2
"14974","AS_LG22_20289516:20290516","20290016",1
"14975","AS_LG22_20429662:20430662","20430162",1
"14976","AS_LG22_20466693:20467753","20467193,20467199,20467253",3
"14977","AS_LG22_20633482:20634637","20633982,20634137",2
"14978","AS_LG22_20667304:20668446","20667804,20667842,20667857,20667934,20667946",5
"14979","AS_LG22_20673305:20674447","20673805,20673870,20673906,20673917,20673943,20673947",6
"14980","AS_LG22_20681752:20682903","20682252,20682282,20682296,20682332,20682353,20682365,20682388,20682403",8
"14981","AS_LG22_20702049:20703145","20702549,20702645",2
"14982","AS_LG22_20726237:20727377","20726737,20726751,20726798,20726801,20726811,20726854,20726877",7
"14983","AS_LG22_20765151:20766283","20765651,20765671,20765683,20765743,20765761,20765769,20765783",7
"14984","AS_LG22_20830544:20831544","20831044",1
"14985","AS_LG22_20929305:20930456","20929805,20929821,20929903,20929956",4
"14986","AS_LG22_21026732:21027872","21027232,21027278,21027302,21027342,21027372",5
"14987","AS_LG22_21087141:21088203","21087641,21087703",2
"14988","AS_LG22_21100297:21101450","21100797,21100887,21100950",3
"14989","AS_LG22_21140461:21141606","21140961,21140991,21140997,21141007,21141054,21141057,21141106",7
"14990","AS_LG22_21143780:21144820","21144280,21144310,21144320",3
"14991","AS_LG22_21148371:21149371","21148871",1
"14992","AS_LG22_21223447:21224478","21223947,21223964,21223978",3
"14993","AS_LG22_21433477:21434568","21433977,21433981,21433995,21434030,21434052,21434068",6
"14994","AS_LG22_21454834:21456055","21455334,21455368,21455370,21455393,21455397,21455404,21455423,21455426,21455438,21455465,21455515,21455555",12
"14995","AS_LG22_21465921:21467039","21466421,21466431,21466477,21466539",4
"14996","AS_LG22_21577317:21578485","21577817,21577864,21577890,21577924,21577985",5
"14997","AS_LG22_21675362:21676362","21675862",1
"14998","AS_LG22_21740602:21741759","21741102,21741259",2
"14999","AS_LG22_21755795:21757001","21756295,21756377,21756394,21756408,21756473,21756497,21756501",7
"15000","AS_LG22_21851132:21852327","21851632,21851641,21851645,21851692,21851704,21851727,21851758,21851815,21851827",9
"15001","AS_LG22_21888721:21889721","21889221",1
"15002","AS_LG22_21984633:21985728","21985133,21985187,21985190,21985228",4
"15003","AS_LG22_21995836:21997033","21996336,21996414,21996533",3
"15004","AS_LG22_22000791:22002002","22001291,22001307,22001375,22001434,22001475,22001502",6
"15005","AS_LG22_22030360:22031527","22030860,22030886,22031024,22031027",4
"15006","AS_LG22_22062027:22063146","22062527,22062532,22062545,22062550,22062559,22062568,22062586,22062595,22062613,22062618,22062646",11
"15007","AS_LG22_22088403:22089440","22088903,22088927,22088940",3
"15008","AS_LG22_22093634:22094634","22094134",1
"15009","AS_LG22_22126788:22127849","22127288,22127333,22127349",3
"15010","AS_LG22_22225855:22226871","22226355,22226371",2
"15011","AS_LG22_22231646:22232677","22232146,22232164,22232177",3
"15012","AS_LG22_22313792:22314917","22314292,22314417",2
"15013","AS_LG22_22428970:22430160","22429470,22429493,22429538,22429566,22429571,22429626,22429633,22429641,22429648,22429660",10
"15014","AS_LG22_22490891:22491961","22491391,22491454,22491461",3
"15015","AS_LG22_22528481:22529536","22528981,22529036",2
"15016","AS_LG22_22546361:22547509","22546861,22546889,22546917,22546923,22546960,22546995,22546999,22547002,22547009",9
"15017","AS_LG22_22624891:22625929","22625391,22625429",2
"15018","AS_LG22_22652243:22653353","22652743,22652782,22652809,22652814,22652823,22652827,22652844,22652853",8
"15019","AS_LG22_22684809:22685809","22685309",1
"15020","AS_LG22_22905186:22906300","22905686,22905800",2
"15021","AS_LG22_22913256:22914285","22913756,22913785",2
"15022","AS_LG22_23028615:23029651","23029115,23029135,23029151",3
"15023","AS_LG22_23136146:23137146","23136646",1
"15024","AS_LG22_23147858:23149020","23148358,23148386,23148420,23148425,23148440,23148516,23148520",7
"15025","AS_LG22_23176120:23177182","23176620,23176682",2
"15026","AS_LG22_23200982:23201991","23201482,23201491",2
"15027","AS_LG22_23203675:23204771","23204175,23204193,23204222,23204250,23204271",5
"15028","AS_LG22_23375214:23376315","23375714,23375815",2
"15029","AS_LG22_23405117:23406283","23405617,23405666,23405686,23405690,23405783",5
"15030","AS_LG22_23425309:23426309","23425809",1
"15031","AS_LG22_23489261:23490356","23489761,23489856",2
"15032","AS_LG22_23503728:23504791","23504228,23504251,23504291",3
"15033","AS_LG22_23509973:23511036","23510473,23510496,23510536",3
"15034","AS_LG22_23700413:23701415","23700913,23700915",2
"15035","AS_LG22_23730396:23731506","23730896,23730993,23730999,23731006",4
"15036","AS_LG22_23770096:23771191","23770596,23770618,23770691",3
"15037","AS_LG22_23798689:23799761","23799189,23799261",2
"15038","AS_LG22_23880686:23881785","23881186,23881195,23881214,23881226,23881233,23881237,23881285",7
"15039","AS_LG22_23974380:23975547","23974880,23974975,23974989,23975010,23975012,23975047",6
"15040","AS_LG22_24104662:24105814","24105162,24105168,24105189,24105246,24105310,24105314",6
"15041","AS_LG22_24164498:24165514","24164998,24165014",2
"15042","AS_LG22_24402365:24403550","24402865,24402884,24402903,24402908,24402949,24402996,24403022,24403050",8
"15043","AS_LG22_24423834:24425004","24424334,24424504",2
"15044","AS_LG22_24537642:24538642","24538142",1
"15045","AS_LG22_24578162:24579317","24578662,24578775,24578817",3
"15046","AS_LG22_24618038:24619067","24618538,24618543,24618567",3
"15047","AS_LG22_24772708:24773834","24773208,24773288,24773315,24773334",4
"15048","AS_LG22_24795666:24796687","24796166,24796187",2
"15049","AS_LG22_24874769:24875769","24875269",1
"15050","AS_LG22_25035347:25036347","25035847",1
"15051","AS_LG22_25037348:25038348","25037848",1
"15052","AS_LG22_25076759:25077803","25077259,25077265,25077280,25077291,25077303",5
"15053","AS_LG22_25101240:25102240","25101740",1
"15054","AS_LG22_25114263:25115317","25114763,25114779,25114817",3
"15055","AS_LG22_25172141:25173141","25172641",1
"15056","AS_LG22_25246021:25247176","25246521,25246676",2
"15057","AS_LG22_25250015:25251189","25250515,25250518,25250568,25250581,25250584,25250631,25250653,25250682,25250689",9
"15058","AS_LG22_25304662:25305778","25305162,25305170,25305239,25305270,25305278",5
"15059","AS_LG22_25368453:25369563","25368953,25368967,25369005,25369027,25369063",5
"15060","AS_LG22_25377165:25378165","25377665",1
"15061","AS_LG22_25462420:25463420","25462920",1
"15062","AS_LG22_25538241:25539388","25538741,25538876,25538888",3
"15063","AS_LG22_25714136:25715329","25714636,25714638,25714685,25714829",4
"15064","AS_LG22_25716597:25717644","25717097,25717100,25717114,25717124,25717144",5
"15065","AS_LG22_25730361:25731439","25730861,25730915,25730920,25730939",4
"15066","AS_LG22_25799124:25800292","25799624,25799678,25799731,25799792",4
"15067","AS_LG22_25806257:25807338","25806757,25806820,25806838",3
"15068","AS_LG22_26169472:26170666","26169972,26169988,26170166",3
"15069","AS_LG22_26206857:26207976","26207357,26207372,26207376,26207415,26207456,26207476",6
"15070","AS_LG22_26217135:26218254","26217635,26217662,26217669,26217688,26217699,26217754",6
"15071","AS_LG22_26253032:26254168","26253532,26253585,26253589,26253668",4
"15072","AS_LG22_26322698:26323734","26323198,26323212,26323234",3
"15073","AS_LG22_26354151:26355354","26354651,26354668,26354692,26354781,26354789,26354837,26354854",7
"15074","AS_LG22_26416827:26417912","26417327,26417348,26417412",3
"15075","AS_LG22_26515054:26516215","26515554,26515627,26515680,26515715",4
"15076","AS_LG22_26546319:26547319","26546819",1
"15077","AS_LG22_26769893:26770940","26770393,26770440",2
"15078","AS_LG22_27005632:27006676","27006132,27006176",2
"15079","AS_LG22_27096680:27097680","27097180",1
"15080","AS_LG22_27110099:27111099","27110599",1
"15081","AS_LG22_27179488:27180624","27179988,27180079,27180110,27180124",4
"15082","AS_LG22_27188068:27189104","27188568,27188576,27188604",3
"15083","AS_LG22_27217132:27218311","27217632,27217638,27217669,27217698,27217811",5
"15084","AS_LG22_27220573:27221695","27221073,27221156,27221195",3
"15085","AS_LG22_27254712:27255907","27255212,27255299,27255407",3
"15086","AS_LG22_27398176:27399176","27398676",1
"15087","AS_LG22_27484383:27485435","27484883,27484935",2
"15088","AS_LG22_27513573:27514660","27514073,27514095,27514160",3
"15089","AS_LG22_27592767:27593767","27593267",1
"15090","AS_LG22_27641154:27642154","27641654",1
"15091","AS_LG22_27749807:27750807","27750307",1
"15092","AS_LG22_27941780:27942891","27942280,27942286,27942391",3
"15093","AS_LG22_27998544:27999776","27999044,27999057,27999059,27999098,27999271,27999276",6
"15094","AS_LG22_28028910:28030084","28029410,28029412,28029419,28029432,28029460,28029473,28029584",7
"15095","AS_LG22_28044696:28045716","28045196,28045216",2
"15096","AS_LG22_28139314:28140485","28139814,28139826,28139858,28139936,28139985",5
"15097","AS_LG22_28169646:28170646","28170146",1
"15098","AS_LG22_28209144:28210347","28209644,28209695,28209716,28209772,28209847",5
"15099","AS_LG22_28425261:28426331","28425761,28425774,28425814,28425831",4
"15100","AS_LG22_28436910:28437971","28437410,28437471",2
"15101","AS_LG22_28626320:28627396","28626820,28626849,28626852,28626896",4
"15102","AS_LG22_28634566:28635715","28635066,28635130,28635215",3
"15103","AS_LG22_28679436:28680625","28679936,28679961,28680017,28680125",4
"15104","AS_LG22_28870945:28871945","28871445",1
"15105","AS_LG22_28878773:28879914","28879273,28879276,28879299,28879317,28879366,28879376,28879410,28879414",8
"15106","AS_LG22_29202925:29203925","29203425",1
"15107","AS_LG22_29219297:29220501","29219797,29219810,29219822,29219864,29219883,29219909,29219916,29219928,29220001",9
"15108","AS_LG22_29283469:29284670","29283969,29283979,29283984,29283996,29284028,29284040,29284048,29284102,29284105,29284156,29284160,29284170",12
"15109","AS_LG22_29328373:29329483","29328873,29328936,29328946,29328952,29328983",5
"15110","AS_LG22_29331730:29333919","29332230,29332285,29332324,29332330,29333286,29333374,29333419",7
"15111","AS_LG22_29435439:29436583","29435939,29435945,29435948,29435960,29435976,29435983,29435993,29435998,29436001,29436028,29436043,29436060,29436070,29436074,29436083",15
"15112","AS_LG22_29451097:29452175","29451597,29451675",2
"15113","AS_LG22_27759:28874","28259,28297,28374",3
"15114","AS_LG22_35307:36503","35807,35927,35963,36003",4
"15115","AS_LG22_128656:129731","129156,129231",2
"15116","AS_LG22_194813:195903","195313,195403",2
"15117","AS_LG22_286749:287911","287249,287324,287363,287369,287379,287385,287400,287405,287408,287411",10
"15118","AS_LG22_342994:344188","343494,343505,343611,343616,343632,343675,343688",7
"15119","AS_LG22_377081:378218","377581,377584,377592,377643,377646,377668,377673,377684,377698,377705,377718",11
"15120","AS_LG22_379649:380649","380149",1
"15121","AS_LG22_390287:391293","390787,390793",2
"15122","AS_LG22_416343:417420","416843,416860,416863,416871,416902,416904,416920",7
"15123","AS_LG22_459541:460541","460041",1
"15124","AS_LG22_733902:734910","734402,734410",2
"15125","AS_LG22_753815:754948","754315,754346,754363,754438,754443,754448",6
"15126","AS_LG22_815603:816787","816103,816149,816153,816162,816186,816197,816237,816274,816287",9
"15127","AS_LG22_844884:846028","845384,845440,845445,845450,845454,845476,845479,845487,845500,845528",10
"15128","AS_LG22_881741:883541","882241,882910,882938,882965,882992,883010,883025,883028,883033,883041",10
"15129","AS_LG22_883707:884830","884207,884256,884276,884284,884294,884330",6
"15130","AS_LG22_911990:913155","912490,912519,912570,912573,912581,912588,912606,912616,912636,912655",10
"15131","AS_LG22_927465:928600","927965,928052,928083,928100",4
"15132","AS_LG22_962253:963396","962753,962845,962849,962854,962872,962889,962896",7
"15133","AS_LG22_1001243:1002434","1001743,1001766,1001818,1001824,1001841,1001855,1001895,1001934",8
"15134","AS_LG22_1083531:1084718","1084031,1084042,1084048,1084051,1084061,1084066,1084072,1084083,1084093,1084104,1084108,1084112,1084118,1084134,1084138,1084153,1084158,1084161,1084164,1084184,1084191,1084204,1084211,1084218",24
"15135","AS_LG22_1120752:1121752","1121252",1
"15136","AS_LG22_1129161:1130386","1129661,1129670,1129685,1129692,1129697,1129701,1129718,1129734,1129745,1129748,1129753,1129757,1129764,1129780,1129784,1129792,1129806,1129833,1129835,1129859,1129877,1129879,1129886",23
"15137","AS_LG22_1146096:1147263","1146596,1146606,1146645,1146744,1146760,1146763",6
"15138","AS_LG22_1211664:1212699","1212164,1212199",2
"15139","AS_LG22_1218773:1219936","1219273,1219409,1219427,1219436",4
"15140","AS_LG22_1261316:1262481","1261816,1261856,1261872,1261887,1261918,1261924,1261981",7
"15141","AS_LG22_1266340:1267436","1266840,1266902,1266908,1266918,1266936",5
"15142","AS_LG22_1275983:1277139","1276483,1276500,1276546,1276568,1276639",5
"15143","AS_LG22_1280558:1281716","1281058,1281073,1281168,1281172,1281205,1281216",6
"15144","AS_LG22_1305985:1307140","1306485,1306535,1306539,1306546,1306557,1306574,1306611,1306622,1306627,1306640",10
"15145","AS_LG22_1315167:1316174","1315667,1315671,1315674",3
"15146","AS_LG22_1371491:1372696","1371991,1371997,1372036,1372043,1372106,1372147,1372150,1372196",8
"15147","AS_LG22_1406354:1407555","1406854,1406867,1406878,1406893,1406907,1406914,1406927,1406936,1406948,1406953,1406971,1406975,1407009,1407029,1407032,1407055",16
"15148","AS_LG22_1445027:1446184","1445527,1445617,1445624,1445656,1445670,1445684",6
"15149","AS_LG22_1524006:1525142","1524506,1524529,1524535,1524576,1524583,1524586,1524642",7
"15150","AS_LG22_1549949:1550949","1550449",1
"15151","AS_LG22_1582791:1583911","1583291,1583307,1583312,1583316,1583328,1583334,1583337,1583355,1583411",9
"15152","AS_LG22_1595723:1596828","1596223,1596276,1596295,1596328",4
"15153","AS_LG22_1617090:1618090","1617590",1
"15154","AS_LG22_1672123:1673253","1672623,1672632,1672640,1672686,1672753",5
"15155","AS_LG22_1721813:1722908","1722313,1722381,1722391,1722408",4
"15156","AS_LG22_1792296:1793455","1792796,1792803,1792955",3
"15157","AS_LG22_1817616:1818674","1818116,1818174",2
"15158","AS_LG22_1931187:1932296","1931687,1931703,1931720,1931749,1931796",5
"15159","AS_LG22_1948457:1949573","1948957,1948977,1949020,1949026,1949073",5
"15160","AS_LG22_1979605:1980605","1980105",1
"15161","AS_LG22_2012728:2013926","2013228,2013256,2013263,2013279,2013426",5
"15162","AS_LG22_2022967:2024106","2023467,2023606",2
"15163","AS_LG22_2052542:2053682","2053042,2053056,2053070,2053074,2053087,2053090,2053107,2053116,2053145,2053174,2053180,2053182",12
"15164","AS_LG22_2065088:2066141","2065588,2065621,2065641",3
"15165","AS_LG22_2097842:2099019","2098342,2098376,2098386,2098417,2098422,2098443,2098447,2098451,2098453,2098462,2098478,2098508,2098510,2098519",14
"15166","AS_LG22_2115358:2116521","2115858,2115864,2115867,2115873,2115898,2115909,2115996,2116021",8
"15167","AS_LG22_2138088:2139088","2138588",1
"15168","AS_LG22_2277100:2278179","2277600,2277633,2277646,2277659,2277679",5
"15169","AS_LG22_2367483:2368614","2367983,2367998,2368017,2368021,2368114",5
"15170","AS_LG22_2444822:2445871","2445322,2445336,2445359,2445371",4
"15171","AS_LG22_2462476:2463573","2462976,2463067,2463073",3
"15172","AS_LG22_2578542:2579600","2579042,2579044,2579089,2579093,2579100",5
"15173","AS_LG22_2623779:2624865","2624279,2624288,2624292,2624365",4
"15174","AS_LG22_2654451:2655479","2654951,2654979",2
"15175","AS_LG22_2884046:2885186","2884546,2884566,2884596,2884599,2884611,2884667,2884686",7
"15176","AS_LG22_2981816:2982816","2982316",1
"15177","AS_LG22_3035193:3036193","3035693",1
"15178","AS_LG22_3060118:3061198","3060618,3060641,3060683,3060698",4
"15179","AS_LG22_3061760:3062895","3062260,3062289,3062378,3062395",4
"15180","AS_LG22_3080513:3081611","3081013,3081025,3081076,3081094,3081097,3081105,3081111",7
"15181","AS_LG22_3085154:3086305","3085654,3085673,3085716,3085727,3085750,3085769,3085775,3085787,3085805",9
"15182","AS_LG22_3092596:3093751","3093096,3093101,3093109,3093187,3093196,3093207,3093251",7
"15183","AS_LG22_3106851:3108032","3107351,3107383,3107386,3107392,3107433,3107438,3107442,3107445,3107471,3107474,3107478,3107516,3107532",13
"15184","AS_LG22_3144446:3145597","3144946,3144953,3145097",3
"15185","AS_LG22_3189204:3190384","3189704,3189884",2
"15186","AS_LG22_3210916:3212068","3211416,3211421,3211451,3211470,3211556,3211568",6
"15187","AS_LG22_3229847:3230946","3230347,3230446",2
"15188","AS_LG22_3244432:3245487","3244932,3244953,3244961,3244987",4
"15189","AS_LG22_3249942:3250942","3250442",1
"15190","AS_LG22_3339943:3340943","3340443",1
"15191","AS_LG22_3380237:3381303","3380737,3380774,3380796,3380799,3380803",5
"15192","AS_LG22_3385001:3386001","3385501",1
"15193","AS_LG22_3432716:3433823","3433216,3433218,3433304,3433323",4
"15194","AS_LG22_3437138:3438153","3437638,3437653",2
"15195","AS_LG22_3457334:3458334","3457834",1
"15196","AS_LG22_3464217:3465320","3464717,3464755,3464790,3464817,3464820",5
"15197","AS_LG22_3586689:3587741","3587189,3587241",2
"15198","AS_LG22_3596136:3597267","3596636,3596711,3596728,3596742,3596760,3596767",6
"15199","AS_LG22_3638983:3640020","3639483,3639520",2
"15200","AS_LG22_3778564:3779564","3779064",1
"15201","AS_LG22_3840101:3841194","3840601,3840683,3840694",3
"15202","AS_LG22_3893012:3894162","3893512,3893521,3893528,3893630,3893662",5
"15203","AS_LG22_3969916:3970916","3970416",1
"15204","AS_LG22_3981870:3982959","3982370,3982415,3982459",3
"15205","AS_LG22_3992525:3993606","3993025,3993063,3993106",3
"15206","AS_LG22_4017039:4018197","4017539,4017595,4017606,4017642,4017652,4017695,4017697",7
"15207","AS_LG22_4106745:4107864","4107245,4107250,4107255,4107319,4107361,4107364",6
"15208","AS_LG22_4151899:4153031","4152399,4152514,4152521,4152528,4152531",5
"15209","AS_LG22_4201439:4202586","4201939,4202086",2
"15210","AS_LG22_4205135:4206135","4205635",1
"15211","AS_LG22_4244521:4245564","4245021,4245033,4245064",3
"15212","AS_LG22_4280245:4281355","4280745,4280769,4280855",3
"15213","AS_LG22_4306024:4307231","4306524,4306538,4306593,4306668,4306731",5
"15214","AS_LG22_4425852:4426954","4426352,4426402,4426440,4426454",4
"15215","AS_LG22_4471943:4473057","4472443,4472466,4472557",3
"15216","AS_LG22_4499506:4500668","4500006,4500061,4500084,4500102,4500162,4500168",6
"15217","AS_LG22_4599606:4600639","4600106,4600113,4600120,4600139",4
"15218","AS_LG22_4680809:4681881","4681309,4681322,4681330,4681350,4681371,4681376,4681381",7
"15219","AS_LG22_4786690:4787708","4787190,4787208",2
"15220","AS_LG22_4876510:4877690","4877010,4877022,4877060,4877089,4877097,4877126,4877135,4877164,4877190",9
"15221","AS_LG22_4927220:4928226","4927720,4927723,4927726",3
"15222","AS_LG22_4995022:4996189","4995522,4995525,4995582,4995590,4995594,4995597,4995600,4995618,4995647,4995655,4995661,4995681,4995689",13
"15223","AS_LG22_5036063:5037114","5036563,5036569,5036614",3
"15224","AS_LG22_5181905:5183021","5182405,5182430,5182462,5182521",4
"15225","AS_LG22_5229227:5230268","5229727,5229768",2
"15226","AS_LG22_5328006:5329123","5328506,5328518,5328526,5328534,5328545,5328569,5328576,5328623",8
"15227","AS_LG22_5398902:5399968","5399402,5399418,5399451,5399468",4
"15228","AS_LG22_5840950:5842027","5841450,5841460,5841527",3
"15229","AS_LG22_5856806:5857836","5857306,5857336",2
"15230","AS_LG22_5896924:5898041","5897424,5897438,5897443,5897494,5897541",5
"15231","AS_LG22_6045861:6046861","6046361",1
"15232","AS_LG22_6122824:6123885","6123324,6123336,6123343,6123365,6123383,6123385",6
"15233","AS_LG22_6181982:6183065","6182482,6182565",2
"15234","AS_LG22_6276303:6277335","6276803,6276835",2
"15235","AS_LG22_6401483:6402632","6401983,6402040,6402058,6402132",4
"15236","AS_LG22_6404502:6405710","6405002,6405004,6405088,6405113,6405134,6405140,6405204,6405210",8
"15237","AS_LG22_6441078:6442172","6441578,6441601,6441672",3
"15238","AS_LG22_6449755:6450846","6450255,6450282,6450294,6450323,6450336,6450346",6
"15239","AS_LG22_6459580:6460647","6460080,6460086,6460101,6460107,6460112,6460123,6460147",7
"15240","AS_LG22_6541092:6542216","6541592,6541662,6541701,6541716",4
"15241","AS_LG22_6709342:6710523","6709842,6709955,6709963,6710023",4
"15242","AS_LG22_6716408:6717598","6716908,6716914,6716960,6717053,6717087,6717098",6
"15243","AS_LG22_6846649:6847649","6847149",1
"15244","AS_LG22_6976632:6977780","6977132,6977149,6977161,6977185,6977192,6977197,6977199,6977204,6977207,6977216,6977222,6977238,6977252,6977259,6977264,6977280",16
"15245","AS_LG22_7198662:7199708","7199162,7199168,7199172,7199193,7199208",5
"15246","AS_LG22_7209719:7210848","7210219,7210237,7210293,7210304,7210348",5
"15247","AS_LG22_7216808:7218002","7217308,7217473,7217490,7217502",4
"15248","AS_LG22_7249497:7250561","7249997,7250051,7250061",3
"15249","AS_LG22_7258978:7260016","7259478,7259496,7259516",3
"15250","AS_LG22_7420705:7421883","7421205,7421214,7421284,7421322,7421332,7421383",6
"15251","AS_LG22_7501744:7502843","7502244,7502267,7502274,7502343",4
"15252","AS_LG22_7504855:7505985","7505355,7505469,7505485",3
"15253","AS_LG22_7754995:7756179","7755495,7755541,7755565,7755591,7755654,7755679",6
"15254","AS_LG22_7859887:7860955","7860387,7860420,7860455",3
"15255","AS_LG22_7951349:7952480","7951849,7951880,7951893,7951900,7951980",5
"15256","AS_LG22_8025131:8026333","8025631,8025654,8025691,8025720,8025777,8025833",6
"15257","AS_LG22_8041138:8042138","8041638",1
"15258","AS_LG22_8075387:8076519","8075887,8075909,8075927,8076019",4
"15259","AS_LG22_8186076:8187228","8186576,8186591,8186593,8186619,8186630,8186669,8186676,8186679,8186684,8186687,8186707,8186728",12
"15260","AS_LG22_8203521:8204521","8204021",1
"15261","AS_LG22_8273801:8274950","8274301,8274304,8274308,8274321,8274331,8274334,8274336,8274357,8274388,8274397,8274408,8274414,8274450",13
"15262","AS_LG22_8440309:8441453","8440809,8440829,8440846,8440872,8440941,8440953",6
"15263","AS_LG22_8442417:8443533","8442917,8442920,8442926,8442945,8442955,8442998,8443033",7
"15264","AS_LG22_8474245:8475416","8474745,8474777,8474916",3
"15265","AS_LG22_8521146:8522311","8521646,8521700,8521721,8521760,8521763,8521811",6
"15266","AS_LG22_8530434:8531437","8530934,8530937",2
"15267","AS_LG22_8554251:8555295","8554751,8554784,8554795",3
"15268","AS_LG22_8613637:8614711","8614137,8614147,8614186,8614211",4
"15269","AS_LG22_8662597:8663653","8663097,8663130,8663153",3
"15270","AS_LG22_8673158:8674158","8673658",1
"15271","AS_LG22_8710433:8711516","8710933,8710997,8711012,8711016",4
"15272","AS_LG22_8755898:8757060","8756398,8756408,8756454,8756459,8756525,8756560",6
"15273","AS_LG22_8816002:8817002","8816502",1
"15274","AS_LG22_8870523:8871652","8871023,8871028,8871046,8871057,8871061,8871082,8871087,8871121,8871140,8871152",10
